location,total_sqft,bath,bhk
Parappana Agrahara,1194.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Parappana Agrahara,1092.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Parappana Agrahara,1200.0,1.0,1
Parappana Agrahara,1194.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Pattandur Agrahara,1550.0,2.0,3
Pattandur Agrahara,1025.0,2.0,2
Pattandur Agrahara,1247.0,2.0,2
Pattandur Agrahara,900.0,2.0,2
Pattandur Agrahara,1302.0,2.0,2
Pattandur Agrahara,1550.0,2.0,3
Pattandur Agrahara,1247.0,2.0,2
Pattandur Agrahara,1350.0,2.0,2
Poorna Pragna Layout,920.0,2.0,2
Poorna Pragna Layout,1160.0,2.0,2
Poorna Pragna Layout,965.0,2.0,2
Poorna Pragna Layout,1160.0,2.0,2
Poorna Pragna Layout,1160.0,2.0,2
Poorna Pragna Layout,960.0,2.0,2
Prithvi Layout,2028.0,4.0,4
Prithvi Layout,1352.0,2.0,2
Prithvi Layout,1190.0,2.0,2
Prithvi Layout,1352.0,2.0,2
Prithvi Layout,1352.0,2.0,2
Prithvi Layout,2273.0,4.0,3
Prithvi Layout,1352.0,3.0,2
Prithvi Layout,2273.0,4.0,3
Prithvi Layout,1352.0,2.0,2
R.T. Nagar,1200.0,2.0,2
R.T. Nagar,1040.0,2.0,2
R.T. Nagar,1200.0,2.0,2
R.T. Nagar,1235.0,2.0,2
R.T. Nagar,1140.0,3.0,3
R.T. Nagar,970.0,2.0,2
R.T. Nagar,1560.0,3.0,3
R.T. Nagar,1200.0,2.0,2
R.T. Nagar,1200.0,3.0,3
R.T. Nagar,1100.0,3.0,2
R.T. Nagar,1150.0,2.0,2
R.T. Nagar,1500.0,4.0,4
R.T. Nagar,3600.0,8.0,9
R.T. Nagar,1080.0,2.0,2
R.T. Nagar,1325.0,2.0,2
R.T. Nagar,1300.0,3.0,3
R.T. Nagar,1100.0,2.0,2
R.T. Nagar,1667.0,3.0,3
Rachenahalli,1050.0,2.0,2
Rachenahalli,1050.0,2.0,2
Rachenahalli,1050.0,2.0,2
Rachenahalli,1220.0,2.0,2
Rachenahalli,1050.0,2.0,2
Rachenahalli,1050.0,2.0,2
Rachenahalli,1050.0,2.0,2
Rachenahalli,1113.0,2.0,2
Rachenahalli,3657.0,5.0,4
Rachenahalli,680.0,1.0,1
Rachenahalli,412.5,1.0,1
Rachenahalli,1050.0,2.0,2
Rachenahalli,690.0,1.0,1
Rachenahalli,1050.0,2.0,2
Rachenahalli,1050.0,2.0,2
Rachenahalli,985.0,2.0,2
Rachenahalli,1050.0,2.0,2
Rachenahalli,1050.0,2.0,2
Rachenahalli,1050.0,2.0,2
Rachenahalli,1050.0,2.0,2
Rachenahalli,985.0,2.0,2
Rachenahalli,1856.0,3.0,3
Rachenahalli,1050.0,2.0,2
Rachenahalli,985.0,2.0,2
Rachenahalli,2600.0,3.0,3
Rachenahalli,985.0,2.0,2
Rachenahalli,1050.0,2.0,2
Raja Rajeshwari Nagar,1295.0,2.0,2
Raja Rajeshwari Nagar,1145.0,2.0,2
Raja Rajeshwari Nagar,1419.0,2.0,2
Raja Rajeshwari Nagar,1295.0,2.0,2
Raja Rajeshwari Nagar,1133.0,2.0,2
Raja Rajeshwari Nagar,1090.0,2.0,2
Raja Rajeshwari Nagar,1260.0,2.0,2
Raja Rajeshwari Nagar,1141.0,2.0,2
Raja Rajeshwari Nagar,1140.0,2.0,2
Raja Rajeshwari Nagar,1303.0,2.0,2
Raja Rajeshwari Nagar,600.0,1.0,1
Raja Rajeshwari Nagar,1278.0,2.0,3
Raja Rajeshwari Nagar,500.0,1.0,1
Raja Rajeshwari Nagar,1143.0,2.0,2
Raja Rajeshwari Nagar,1610.0,3.0,3
Raja Rajeshwari Nagar,1105.0,2.0,2
Raja Rajeshwari Nagar,1258.0,2.0,2
Raja Rajeshwari Nagar,1128.0,2.0,2
Raja Rajeshwari Nagar,1157.0,2.0,2
Raja Rajeshwari Nagar,1185.0,2.0,2
Raja Rajeshwari Nagar,1030.0,2.0,2
Raja Rajeshwari Nagar,1144.0,2.0,2
Raja Rajeshwari Nagar,1196.0,2.0,2
Raja Rajeshwari Nagar,1570.0,3.0,3
Raja Rajeshwari Nagar,1168.0,2.0,2
Raja Rajeshwari Nagar,1306.0,2.0,2
Raja Rajeshwari Nagar,1608.0,3.0,3
Raja Rajeshwari Nagar,1575.0,2.0,3
Raja Rajeshwari Nagar,1200.0,2.0,2
Raja Rajeshwari Nagar,1151.0,2.0,2
Raja Rajeshwari Nagar,1570.0,2.0,3
Raja Rajeshwari Nagar,1196.0,2.0,2
Raja Rajeshwari Nagar,1419.0,2.0,2
Raja Rajeshwari Nagar,1295.0,2.0,2
Raja Rajeshwari Nagar,648.0,1.0,1
Raja Rajeshwari Nagar,1100.0,2.0,2
Raja Rajeshwari Nagar,1140.0,2.0,2
Raja Rajeshwari Nagar,1090.0,2.0,2
Raja Rajeshwari Nagar,1023.0,2.0,2
Raja Rajeshwari Nagar,1070.0,2.0,2
Raja Rajeshwari Nagar,4800.0,8.0,8
Raja Rajeshwari Nagar,1128.0,2.0,2
Raja Rajeshwari Nagar,1267.0,2.0,2
Raja Rajeshwari Nagar,550.0,1.0,1
Raja Rajeshwari Nagar,1120.0,2.0,2
Raja Rajeshwari Nagar,1608.0,2.0,2
Raja Rajeshwari Nagar,1210.0,2.0,2
Raja Rajeshwari Nagar,1240.0,2.0,2
Raja Rajeshwari Nagar,1395.0,2.0,3
Raja Rajeshwari Nagar,1165.0,2.0,2
Raja Rajeshwari Nagar,1288.0,2.0,3
Raja Rajeshwari Nagar,1120.0,2.0,2
Raja Rajeshwari Nagar,1140.0,2.0,2
Raja Rajeshwari Nagar,1095.0,2.0,2
Raja Rajeshwari Nagar,1420.0,2.0,3
Raja Rajeshwari Nagar,1303.0,2.0,2
Raja Rajeshwari Nagar,1185.0,2.0,2
Raja Rajeshwari Nagar,1140.0,2.0,2
Raja Rajeshwari Nagar,1095.0,2.0,2
Raja Rajeshwari Nagar,1235.0,2.0,2
Raja Rajeshwari Nagar,1280.0,3.0,3
Raja Rajeshwari Nagar,1303.0,2.0,2
Raja Rajeshwari Nagar,1162.0,2.0,2
Raja Rajeshwari Nagar,1133.0,2.0,2
Raja Rajeshwari Nagar,1151.0,2.0,2
Raja Rajeshwari Nagar,1267.0,2.0,2
Raja Rajeshwari Nagar,1100.0,2.0,2
Raja Rajeshwari Nagar,1185.0,2.0,2
Raja Rajeshwari Nagar,1306.0,2.0,2
Raja Rajeshwari Nagar,1196.0,2.0,2
Raja Rajeshwari Nagar,1178.0,2.0,2
Raja Rajeshwari Nagar,1128.0,2.0,2
Raja Rajeshwari Nagar,1151.0,2.0,2
Raja Rajeshwari Nagar,1525.0,2.0,3
Raja Rajeshwari Nagar,1060.0,2.0,2
Raja Rajeshwari Nagar,3900.0,6.0,6
Raja Rajeshwari Nagar,1128.0,2.0,2
Raja Rajeshwari Nagar,1170.0,2.0,2
Raja Rajeshwari Nagar,1185.0,2.0,2
Raja Rajeshwari Nagar,1255.0,2.0,2
Raja Rajeshwari Nagar,1419.0,2.0,2
Raja Rajeshwari Nagar,1693.0,3.0,3
Raja Rajeshwari Nagar,3600.0,9.0,9
Raja Rajeshwari Nagar,1196.0,2.0,2
Raja Rajeshwari Nagar,1196.0,2.0,2
Raja Rajeshwari Nagar,1160.0,2.0,2
Raja Rajeshwari Nagar,1133.0,2.0,2
Raja Rajeshwari Nagar,1140.0,2.0,2
Raja Rajeshwari Nagar,1140.0,2.0,2
Raja Rajeshwari Nagar,1140.0,2.0,2
Raja Rajeshwari Nagar,1295.0,2.0,2
Raja Rajeshwari Nagar,1133.0,2.0,2
Raja Rajeshwari Nagar,1550.0,3.0,3
Raja Rajeshwari Nagar,1400.0,2.0,2
Raja Rajeshwari Nagar,1110.0,2.0,2
Raja Rajeshwari Nagar,1580.0,3.0,3
Raja Rajeshwari Nagar,1640.0,3.0,3
Raja Rajeshwari Nagar,1185.0,2.0,2
Raja Rajeshwari Nagar,1295.0,2.0,2
Raja Rajeshwari Nagar,1279.0,2.0,3
Raja Rajeshwari Nagar,1196.0,2.0,2
Raja Rajeshwari Nagar,1240.0,2.0,2
Raja Rajeshwari Nagar,1090.0,2.0,2
Raja Rajeshwari Nagar,1240.0,2.0,2
Raja Rajeshwari Nagar,1757.0,3.0,3
Raja Rajeshwari Nagar,1530.0,3.0,3
Raja Rajeshwari Nagar,1587.0,3.0,3
Raja Rajeshwari Nagar,1295.0,2.0,2
Raja Rajeshwari Nagar,1450.0,2.0,3
Raja Rajeshwari Nagar,1090.0,2.0,2
Raja Rajeshwari Nagar,945.0,2.0,2
Raja Rajeshwari Nagar,1303.0,2.0,2
Raja Rajeshwari Nagar,3450.0,7.0,8
Raja Rajeshwari Nagar,1419.0,2.0,2
Raja Rajeshwari Nagar,1700.0,2.0,3
Raja Rajeshwari Nagar,1270.0,2.0,2
Raja Rajeshwari Nagar,1250.0,2.0,2
Raja Rajeshwari Nagar,1260.0,2.0,3
Raja Rajeshwari Nagar,1196.0,2.0,2
Raja Rajeshwari Nagar,1580.0,2.0,3
Raja Rajeshwari Nagar,1050.0,2.0,2
Raja Rajeshwari Nagar,1021.0,3.0,3
Raja Rajeshwari Nagar,1196.0,2.0,2
Raja Rajeshwari Nagar,1500.0,3.0,3
Raja Rajeshwari Nagar,1168.0,2.0,2
Raja Rajeshwari Nagar,1400.0,2.0,3
Raja Rajeshwari Nagar,1157.0,2.0,2
Raja Rajeshwari Nagar,1206.0,2.0,2
Raja Rajeshwari Nagar,1000.0,2.0,2
Raja Rajeshwari Nagar,1485.0,2.0,3
Raja Rajeshwari Nagar,1335.0,2.0,3
Raja Rajeshwari Nagar,1255.0,2.0,2
Raja Rajeshwari Nagar,1530.0,3.0,3
Raja Rajeshwari Nagar,1850.0,3.0,3
Raja Rajeshwari Nagar,1140.0,2.0,2
Raja Rajeshwari Nagar,6000.0,8.0,8
Raja Rajeshwari Nagar,1140.0,2.0,2
Raja Rajeshwari Nagar,510.0,1.0,1
Raja Rajeshwari Nagar,1187.0,2.0,2
Raja Rajeshwari Nagar,1141.0,2.0,2
Rajaji Nagar,1640.0,3.0,3
Rajaji Nagar,2390.0,3.0,3
Rajaji Nagar,2390.0,3.0,3
Rajaji Nagar,3516.0,4.0,4
Rajaji Nagar,1640.0,3.0,3
Rajaji Nagar,1800.0,4.0,6
Rajaji Nagar,3526.0,4.0,4
Rajaji Nagar,1800.0,3.0,3
Rajaji Nagar,1640.0,3.0,3
Rajaji Nagar,1370.0,2.0,2
Rajaji Nagar,2409.0,3.0,3
Rajaji Nagar,1718.0,3.0,2
Rajaji Nagar,2386.0,3.0,3
Rajaji Nagar,1200.0,2.0,2
Rajaji Nagar,1160.0,1.0,2
Rajaji Nagar,660.0,1.0,1
Rajaji Nagar,1440.0,2.0,2
Rajaji Nagar,2448.0,3.0,3
Rajaji Nagar,1440.0,2.0,2
Rajaji Nagar,1640.0,3.0,3
Rajaji Nagar,1800.0,2.0,3
Rajaji Nagar,3100.0,4.0,4
Rajaji Nagar,3526.0,4.0,4
Rajaji Nagar,1357.0,2.0,2
Rajaji Nagar,2300.0,3.0,3
Rajaji Nagar,2500.0,3.0,3
Rajaji Nagar,2559.0,3.0,3
Rajaji Nagar,1763.0,3.0,2
Rajaji Nagar,2533.0,3.0,3
Rajaji Nagar,1268.0,2.0,2
Rajaji Nagar,1640.0,3.0,3
Rajaji Nagar,1200.0,1.0,2
Rajaji Nagar,2367.0,3.0,3
Rajaji Nagar,2440.0,2.0,4
Rajaji Nagar,1640.0,3.0,3
Rajaji Nagar,1640.0,3.0,3
Rajaji Nagar,2367.0,4.0,3
Rajaji Nagar,1350.0,4.0,4
Rajaji Nagar,2400.0,5.0,5
Rajaji Nagar,2500.0,3.0,3
Rajaji Nagar,2390.0,3.0,3
Rajaji Nagar,2415.0,3.0,3
Rajaji Nagar,1718.0,3.0,2
Rajaji Nagar,1763.0,3.0,2
Rajaji Nagar,2409.0,3.0,3
Rajaji Nagar,1314.0,2.0,2
Rajaji Nagar,1440.0,2.0,2
Rajaji Nagar,1640.0,3.0,3
Rajiv Nagar,1690.0,3.0,3
Rajiv Nagar,1263.0,2.0,2
Rajiv Nagar,2340.0,4.0,4
Rajiv Nagar,2340.0,5.0,4
Rajiv Nagar,1330.0,2.0,2
Rajiv Nagar,2340.0,5.0,4
Rajiv Nagar,1309.0,2.0,2
Rajiv Nagar,2340.0,4.0,4
Rajiv Nagar,2330.0,5.0,4
Rajiv Nagar,2340.0,5.0,4
Ramagondanahalli,1151.0,2.0,2
Ramagondanahalli,1251.0,2.0,2
Ramagondanahalli,1235.0,2.0,2
Ramagondanahalli,1610.0,2.0,3
Ramagondanahalli,540.0,1.0,1
Ramagondanahalli,1235.0,2.0,2
Ramagondanahalli,1215.0,2.0,2
Ramagondanahalli,2257.0,4.0,3
Ramagondanahalli,1251.0,2.0,2
Ramagondanahalli,1610.0,2.0,3
Ramagondanahalli,920.0,2.0,2
Ramagondanahalli,1215.0,2.0,2
Ramagondanahalli,1253.0,2.0,2
Ramagondanahalli,1295.0,2.0,2
Ramagondanahalli,1151.0,2.0,2
Ramagondanahalli,1235.0,2.0,2
Ramagondanahalli,2257.0,3.0,3
Ramagondanahalli,1295.0,2.0,2
Ramagondanahalli,1910.0,3.0,3
Ramagondanahalli,1215.0,2.0,2
Ramagondanahalli,1251.0,2.0,2
Ramagondanahalli,1610.0,2.0,3
Ramagondanahalli,1151.0,2.0,2
Ramagondanahalli,1251.0,2.0,2
Ramagondanahalli,845.0,2.0,2
Ramagondanahalli,1910.0,3.0,3
Ramagondanahalli,2040.0,3.0,3
Ramagondanahalli,1251.0,2.0,2
Ramagondanahalli,1151.0,2.0,2
Ramagondanahalli,1610.0,2.0,3
Ramagondanahalli,1610.0,2.0,3
Ramagondanahalli,1200.0,3.0,3
Ramagondanahalli,2787.0,5.0,4
Ramagondanahalli,1125.0,2.0,2
Ramagondanahalli,1151.0,2.0,2
Ramagondanahalli,2257.0,3.0,3
Ramagondanahalli,1500.0,3.0,3
Ramagondanahalli,1910.0,3.0,3
Ramamurthy Nagar,3700.0,4.0,4
Ramamurthy Nagar,3500.0,5.0,5
Ramamurthy Nagar,1050.0,2.0,2
Ramamurthy Nagar,1040.0,2.0,2
Ramamurthy Nagar,1200.0,3.0,2
Ramamurthy Nagar,360.0,1.0,1
Ramamurthy Nagar,950.0,2.0,2
Ramamurthy Nagar,1200.0,2.0,3
Ramamurthy Nagar,1525.0,3.0,3
Ramamurthy Nagar,1200.0,2.0,2
Ramamurthy Nagar,1200.0,2.0,2
Ramamurthy Nagar,1100.0,2.0,2
Ramamurthy Nagar,1185.0,2.0,2
Ramamurthy Nagar,1170.0,2.0,2
Ramamurthy Nagar,1150.0,2.0,2
Ramamurthy Nagar,1200.0,2.0,2
Ramamurthy Nagar,600.0,3.0,2
Ramamurthy Nagar,1110.0,2.0,2
Ramamurthy Nagar,1200.0,2.0,2
Ramamurthy Nagar,600.0,1.0,1
Ramamurthy Nagar,1006.0,2.0,2
Ramamurthy Nagar,1200.0,2.0,2
Ramamurthy Nagar,700.0,2.0,2
Ramamurthy Nagar,1125.0,2.0,2
Ramamurthy Nagar,1000.0,2.0,2
Ramamurthy Nagar,1334.0,2.0,2
Ramamurthy Nagar,1200.0,2.0,2
Ramamurthy Nagar,1200.0,2.0,2
Ramamurthy Nagar,1360.0,2.0,2
Ramamurthy Nagar,1170.0,2.0,2
Ramamurthy Nagar,2200.0,4.0,4
Ramamurthy Nagar,1050.0,2.0,2
Ramamurthy Nagar,2916.0,5.0,4
Ramamurthy Nagar,2316.0,3.0,3
Ramamurthy Nagar,1101.0,2.0,2
Ramamurthy Nagar,1150.0,2.0,2
Ramamurthy Nagar,1050.0,2.0,2
Ramamurthy Nagar,935.0,2.0,2
Ramamurthy Nagar,1200.0,2.0,2
Ramamurthy Nagar,540.0,1.0,1
Ramamurthy Nagar,960.0,2.0,2
Rayasandra,1314.0,2.0,3
Rayasandra,1065.0,2.0,2
Rayasandra,1708.0,3.0,3
Rayasandra,1199.0,2.0,3
Rayasandra,1577.0,3.0,3
Rayasandra,1253.0,2.0,2
Rayasandra,583.0,1.0,1
Rayasandra,1198.0,2.0,2
Rayasandra,1555.0,3.0,3
Rayasandra,1458.0,3.0,3
Rayasandra,1179.0,2.0,3
Rayasandra,1601.0,3.0,3
Rayasandra,1708.0,3.0,4
Rayasandra,470.0,1.0,1
Rayasandra,3600.0,5.0,5
Rayasandra,1357.0,2.0,3
Sahakara Nagar,1500.0,2.0,3
Sahakara Nagar,1100.0,2.0,2
Sahakara Nagar,1219.0,2.0,2
Sahakara Nagar,1100.0,2.0,3
Sahakara Nagar,1655.0,3.0,3
Sahakara Nagar,1150.0,2.0,2
Sahakara Nagar,1270.0,2.0,2
Sahakara Nagar,960.0,2.0,2
Sahakara Nagar,1048.0,2.0,2
Sahakara Nagar,1160.0,2.0,2
Sahakara Nagar,1200.0,2.0,3
Sahakara Nagar,2500.0,4.0,4
Sahakara Nagar,1914.0,3.0,3
Sahakara Nagar,1500.0,3.0,3
Sahakara Nagar,1100.0,2.0,2
Sahakara Nagar,1914.0,3.0,3
Sahakara Nagar,1000.0,2.0,2
Sahakara Nagar,1175.0,2.0,2
Sahakara Nagar,1370.0,2.0,3
Sahakara Nagar,1100.0,2.0,2
Sahakara Nagar,1100.0,2.0,3
Sahakara Nagar,1180.0,2.0,2
Sahakara Nagar,1200.0,2.0,2
Sahakara Nagar,1032.0,2.0,2
Sahakara Nagar,1200.0,2.0,2
Sahakara Nagar,1270.0,2.0,2
Sahakara Nagar,1201.0,2.0,2
Sahakara Nagar,1200.0,2.0,2
Sahakara Nagar,1291.0,2.0,2
Sanjay nagar,1000.0,2.0,2
Sanjay nagar,1100.0,2.0,2
Sanjay nagar,1150.0,2.0,2
Sanjay nagar,1800.0,3.0,3
Sanjay nagar,630.0,1.0,2
Sanjay nagar,3300.0,3.0,5
Sanjay nagar,1900.0,2.0,3
Sanjay nagar,1575.0,2.0,2
Sanjay nagar,960.0,2.0,2
Sanjay nagar,1050.0,2.0,2
Sanjay nagar,1150.0,2.0,2
Sanjay nagar,1500.0,3.0,3
Sanjay nagar,1180.0,2.0,2
Sarakki Nagar,2121.0,4.0,3
Sarakki Nagar,2289.0,3.0,3
Sarakki Nagar,2500.0,4.0,3
Sarakki Nagar,2145.0,4.0,3
Sarakki Nagar,1200.0,3.0,3
Sarakki Nagar,2663.0,4.0,3
Sarakki Nagar,1840.0,4.0,3
Sarjapur,2250.0,3.0,3
Sarjapur,1600.0,3.0,3
Sarjapur,1242.5,2.0,2
Sarjapur,913.0,2.0,2
Sarjapur,1128.0,2.0,2
Sarjapur,1185.0,2.0,2
Sarjapur,900.0,2.0,3
Sarjapur,649.5,1.0,1
Sarjapur,1020.0,2.0,2
Sarjapur,1195.0,2.0,2
Sarjapur,1240.0,2.0,2
Sarjapur,950.0,2.0,2
Sarjapur,1285.0,2.0,3
Sarjapur,925.0,2.0,2
Sarjapur,3190.0,3.0,4
Sarjapur,1215.0,2.0,2
Sarjapur,1200.0,3.0,3
Sarjapur,1000.0,2.0,2
Sarjapur,1157.0,2.0,2
Sarjapur,2238.0,3.0,3
Sarjapur,2020.0,3.0,3
Sarjapur,2885.0,3.0,4
Sarjapur,1240.0,2.0,2
Sarjapur,625.0,1.0,1
Sarjapur,2585.5,4.0,4
Sarjapur,940.0,2.0,2
Sarjapur,2100.0,3.0,4
Sarjapur,913.0,2.0,2
Sarjapur,1404.0,2.0,3
Sarjapur,1830.0,3.0,3
Sarjapur,1364.0,2.0,3
Sarjapur,1124.0,2.0,2
Sarjapur,1044.0,2.0,2
Sarjapur,650.0,1.0,1
Sarjapur,1175.0,2.0,2
Sarjapur,1240.0,2.0,2
Sarjapur,1032.0,2.0,2
Sarjapur,1044.0,2.0,2
Sarjapur,1200.0,3.0,3
Sarjapur,1200.0,2.0,2
Sarjapur,900.0,2.0,2
Sarjapur,1205.0,2.0,2
Sarjapur,850.0,2.0,2
Sarjapur,1175.0,2.0,2
Sarjapur,920.0,2.0,2
Sarjapur,1150.0,2.0,2
Sarjapur,1200.0,2.0,2
Sarjapur,1333.0,3.0,3
Sarjapur,1044.0,2.0,2
Sarjapur,950.0,2.0,2
Sarjapur,2172.0,3.0,3
Sarjapur,633.0,1.0,1
Sarjapur,1451.0,2.0,2
Sarjapur,2400.0,3.0,4
Sarjapur,1525.0,2.0,3
Sarjapur,1095.0,2.0,2
Sarjapur,1425.0,3.0,3
Sarjapur  Road,2497.0,3.0,3
Sarjapur  Road,1787.0,3.0,3
Sarjapur  Road,1787.0,3.0,3
Sarjapur  Road,1000.0,2.0,2
Sarjapur  Road,1346.0,2.0,2
Sarjapur  Road,1195.0,2.0,2
Sarjapur  Road,1550.0,3.0,3
Sarjapur  Road,2100.0,3.0,3
Sarjapur  Road,1691.0,3.0,3
Sarjapur  Road,1278.0,2.0,2
Sarjapur  Road,2238.0,3.0,3
Sarjapur  Road,1800.0,3.0,3
Sarjapur  Road,1984.0,4.0,3
Sarjapur  Road,1128.0,2.0,2
Sarjapur  Road,1700.0,3.0,3
Sarjapur  Road,1157.0,2.0,3
Sarjapur  Road,1282.0,2.0,2
Sarjapur  Road,4111.0,4.0,4
Sarjapur  Road,3900.0,4.0,4
Sarjapur  Road,1050.0,2.0,2
Sarjapur  Road,1700.0,3.0,3
Sarjapur  Road,1691.0,3.0,3
Sarjapur  Road,1846.0,3.0,3
Sarjapur  Road,1200.0,3.0,3
Sarjapur  Road,1819.0,3.0,3
Sarjapur  Road,1845.0,4.0,3
Sarjapur  Road,1233.0,2.0,2
Sarjapur  Road,1680.0,3.0,3
Sarjapur  Road,1255.0,2.0,2
Sarjapur  Road,1311.0,2.0,2
Sarjapur  Road,1157.0,2.0,3
Sarjapur  Road,1145.0,2.0,2
Sarjapur  Road,1300.0,2.0,3
Sarjapur  Road,2180.0,3.0,3
Sarjapur  Road,1750.0,3.0,3
Sarjapur  Road,1200.0,3.0,3
Sarjapur  Road,2600.0,3.0,3
Sarjapur  Road,685.0,1.0,1
Sarjapur  Road,1241.0,2.0,2
Sarjapur  Road,835.0,1.0,1
Sarjapur  Road,1280.0,2.0,2
Sarjapur  Road,1263.0,2.0,2
Sarjapur  Road,1691.0,3.0,3
Sarjapur  Road,1308.0,2.0,2
Sarjapur  Road,1592.0,3.0,3
Sarjapur  Road,1150.0,2.0,2
Sarjapur  Road,1965.0,3.0,3
Sarjapur  Road,2275.0,4.0,3
Sarjapur  Road,1418.0,2.0,2
Sarjapur  Road,1200.0,2.0,2
Sarjapur  Road,1115.0,2.0,2
Sarjapur  Road,1525.0,2.0,3
Sarjapur  Road,1346.0,2.0,2
Sarjapur  Road,715.0,1.0,1
Sarjapur  Road,1230.0,2.0,2
Sarjapur  Road,1750.0,3.0,3
Sarjapur  Road,1145.0,2.0,2
Sarjapur  Road,1500.0,3.0,3
Sarjapur  Road,1846.0,3.0,3
Sarjapur  Road,1067.0,2.0,2
Sarjapur  Road,1700.0,3.0,3
Sarjapur  Road,1230.0,2.0,2
Sarjapur  Road,3785.0,5.0,4
Sarjapur  Road,2556.0,3.0,3
Sarjapur  Road,1278.0,2.0,2
Sarjapur  Road,1305.0,2.0,2
Sarjapur  Road,1755.0,3.0,3
Sarjapur  Road,1700.0,3.0,3
Sarjapur  Road,1060.0,2.0,2
Sarjapur  Road,1455.0,2.0,3
Sarjapur  Road,1850.0,3.0,3
Sarjapur  Road,950.0,1.0,1
Sarjapur  Road,1826.0,3.0,3
Sarjapur  Road,1660.0,2.0,3
Sarjapur  Road,1700.0,3.0,3
Sarjapur  Road,1539.0,3.0,3
Sarjapur  Road,1489.0,2.0,3
Sarjapur  Road,1200.0,2.0,2
Sarjapur  Road,3044.0,3.0,3
Sarjapur  Road,1877.0,4.0,3
Sarjapur  Road,1229.0,2.0,2
Sarjapur  Road,1342.0,2.0,2
Sarjapur  Road,1711.0,3.0,3
Sarjapur  Road,1050.0,2.0,2
Sarjapur  Road,1350.0,2.0,2
Sarjapur  Road,2990.0,4.0,4
Sarjapur  Road,1457.0,3.0,3
Sarjapur  Road,1685.0,3.0,3
Sarjapur  Road,1200.0,3.0,3
Sarjapur  Road,984.0,2.0,2
Sarjapur  Road,1320.0,2.0,2
Sarjapur  Road,1984.0,4.0,3
Sarjapur  Road,1550.0,2.0,3
Sarjapur  Road,2425.0,5.0,4
Sarjapur  Road,1691.0,3.0,3
Sarjapur  Road,2070.0,4.0,3
Sarjapur  Road,1435.0,3.0,3
Sarjapur  Road,1262.0,2.0,2
Sarjapur  Road,1693.0,3.0,3
Sarjapur  Road,1826.0,3.0,3
Sarjapur  Road,1660.0,3.0,3
Sarjapur  Road,1830.0,3.0,3
Sarjapur  Road,2900.0,4.0,4
Sarjapur  Road,1059.0,2.0,2
Sarjapur  Road,1157.0,2.0,3
Sarjapur  Road,1700.0,3.0,3
Sarjapur  Road,1691.0,3.0,3
Sarjapur  Road,1308.0,2.0,2
Sarjapur  Road,1580.0,3.0,3
Sarjapur  Road,1763.25,3.0,3
Sarjapur  Road,1826.0,3.0,3
Sarjapur  Road,1550.0,2.0,3
Sarjapur  Road,1819.0,3.0,3
Sarjapur  Road,984.0,2.0,2
Sarjapur  Road,1489.0,3.0,3
Sarjapur  Road,702.0,1.0,1
Sarjapur  Road,1242.0,2.0,2
Sarjapur  Road,2275.0,4.0,3
Sarjapur  Road,2100.0,3.0,3
Sarjapur  Road,1700.0,3.0,3
Sarjapur  Road,1862.0,4.0,3
Sarjapur  Road,2275.0,4.0,3
Sarjapur  Road,1787.0,3.0,3
Sarjapur  Road,1691.0,3.0,3
Sarjapur  Road,1028.0,2.0,2
Sarjapur  Road,1181.0,2.0,3
Sarjapur  Road,1691.0,3.0,3
Sarjapur  Road,1026.0,2.0,2
Sarjapur  Road,1350.0,2.0,2
Sarjapur  Road,1157.0,2.0,3
Sarjapur  Road,1019.0,2.0,2
Sarjapur  Road,3418.0,3.0,4
Sarjapur  Road,691.0,1.0,1
Sarjapur  Road,1881.0,3.0,3
Sarjapur  Road,2275.0,4.0,3
Sarjapur  Road,1881.0,3.0,3
Sarjapur  Road,2880.0,3.0,4
Sarjapur  Road,675.0,1.0,1
Sarjapur  Road,1346.0,2.0,2
Sarjapur  Road,1691.0,3.0,3
Sarjapur  Road,1335.0,2.0,2
Sarjapur  Road,1680.0,3.0,3
Sarjapur  Road,1222.0,2.0,3
Sarjapur  Road,3420.0,4.0,4
Sarjapur  Road,1510.0,2.0,3
Sarjapur  Road,1242.0,2.0,2
Sarjapur  Road,1129.0,2.0,2
Sarjapur  Road,1850.0,3.0,3
Sarjapur  Road,1879.0,3.0,3
Sarjapur  Road,1157.0,2.0,3
Sarjapur  Road,2425.0,5.0,4
Sarjapur  Road,1323.0,2.0,2
Sarjapur  Road,2289.0,3.0,3
Sarjapur  Road,2100.0,3.0,3
Sarjapur  Road,702.0,1.0,1
Sarjapur  Road,1800.0,3.0,3
Sarjapur  Road,2275.0,4.0,3
Sarjapur  Road,1026.0,2.0,2
Sarjapur  Road,1216.0,2.0,2
Sarjapur  Road,1112.0,2.0,2
Sarjapur  Road,1157.0,2.0,3
Sarjapur  Road,1026.0,2.0,2
Sarjapur  Road,1600.0,3.0,3
